preferredName_A,preferredName_B,score
SPRR2B,LCE3D,0.944
IVL,KLK7,0.702
IVL,LCE2B,0.71
IVL,TGM3,0.746
IVL,LCE3D,0.75
IVL,CASP14,0.77
IVL,CDSN,0.81
IVL,EVPL,0.882
IVL,FLG2,0.995
IVL,FLG,0.997
LCE2B,FLG2,0.783
LCE2B,LCE3E,0.846
LCE2B,CDSN,0.873
LCE2B,LCE3D,0.905
LCE3D,CDSN,0.837
LCE3D,LCE3E,0.999
LCE3E,CDSN,0.793
FLG,EVPL,0.715
FLG,CDSN,0.737
FLG,TGM3,0.757
FLG,KLK7,0.811
FLG,FLG2,0.832
FLG,CASP14,0.946
HLA-C,CDSN,0.845
HLA-C,CCHCR1,0.852
CDSN,EVPL,0.702
CDSN,TGM3,0.711
CDSN,KLK6,0.748
CDSN,FLG2,0.79
CDSN,CASP14,0.799
CDSN,KLK7,0.876
CDSN,CCHCR1,0.921
TGM3,FLG2,0.777
TGM3,CASP14,0.78
FLG2,KLK7,0.811
FLG2,CASP14,0.928
OSM,IL27RA,0.841
CSF3,IL27RA,0.703
IL2,IL27RA,0.793
IL4,IL27RA,0.859
PLCG1,IL6R,0.91
LIF,IL4R,0.704
LIF,IL2RA,0.706
LIF,TNF,0.741
LIF,IL27RA,0.744
LIF,IL1A,0.794
GAB1,IL6R,0.906
IL1B,IGHV3-16,0.9
IL27RA,JAK3,0.715
IL27RA,IL15,0.736
IL27RA,IL7,0.74
IL27RA,CSF2,0.746
IL27RA,IL13,0.759
IL27RA,IL22,0.769
IL27RA,CTF1,0.793
IL27RA,IL11,0.798
IL27RA,STAT3,0.871
IL27RA,IL17D,0.913
IL27RA,IL6,0.943
IL27RA,JAK2,0.953
IL27RA,CNTF,0.956
IL27RA,JAK1,0.978
IL27RA,IL6ST,0.999
SHC2,IL6R,0.9
EGF,CNTFR,0.707
EGF,IL6ST,0.725
IL17D,IL6R,0.828
IL17D,TYK2,0.912
IL17D,JAK2,0.913
IL17D,JAK1,0.913
SHC4,IL6R,0.904
IL6R,IGHV3-16,0.9
IL6R,SHC3,0.901
IL6R,PLCG2,0.91
IL6R,SRC,0.937
TNF,CEBPA,0.926
PPIG,EPHX2,0.732
CYP2J2,EPHX2,0.981
EPHX2,EPHX1,0.731
TMSB10,S100A6,0.872
RB1,S100A6,0.921
S100A11,S100A16,0.738
S100A11,AGER,0.961
CABP4,S100A6,0.705
SPRR3,S100A6,0.747
SPRR3,S100A10,0.759
SPRR3,TCHH,0.843
SPRR3,SPRR1A,0.894
SIAH1,S100A6,0.78
SIAH1,CACYBP,0.999
CACYBP,S100A6,0.998
S100A16,S100A10,0.711
S100A16,S100A6,0.724
S100A4,GAPDH,0.702
S100A6,S100A8,0.701
S100A6,SPRR1A,0.721
S100A6,TCHH,0.771
S100A6,GAPDH,0.843
S100A6,ANXA11,0.985
S100A8,GAPDH,0.723
SPRR1A,TCHH,0.864
S100A10,TCHH,0.87
APOH,ITIH3,0.777
APOH,TLR2,0.836
APOA1,ITIH3,0.818
APOE,ITIH3,0.705
AMBP,ITIH3,0.931
ITIH4,TLR4,0.704
AHSG,ITIH3,0.73
AZGP1,APOD,0.707
ITIH2,ITIH3,0.787
CCL2,CCL27,0.725
CCL2,ACKR4,0.812
CCL2,XCR1,0.853
CCL13,CCL27,0.792
CCL13,ACKR4,0.975
CXCL6,CCL27,0.704
CCR7,ACKR4,0.965
CCR7,CCL27,0.98
ACKR4,CCR9,0.925
ACKR4,CCL20,0.928
ACKR4,CCL5,0.94
ACKR4,CCL8,0.987
ACKR4,CXCL13,0.992
ACKR4,CCL27,0.998
ACKR4,CCL25,0.999
ACKR4,CCL19,0.999
CCL27,CCL8,0.723
CCL27,XCR1,0.735
CCL27,CXCL2,0.737
CCL27,CCL26,0.753
CCL27,CX3CR1,0.759
CCL27,CXCR6,0.82
CCL27,CCR4,0.836
CCL27,CXCL11,0.836
CCL27,CXCL8,0.851
CCL27,CXCR4,0.861
CCL27,CCR8,0.87
CCL27,CXCR3,0.872
CCL27,CCL19,0.875
CCL27,CXCL10,0.879
CCL27,CXCR2,0.881
CCL27,CCR5,0.883
CCL27,CCL20,0.883
CCL27,CXCL9,0.886
CCL27,CCR1,0.888
CCL27,CXCR1,0.901
CCL27,CCR9,0.912
CCL27,CXCL13,0.913
CCL27,CXCR5,0.92
CCL27,CCL25,0.922
CCL27,CCR6,0.928
CCL27,CCR3,0.942
CCL27,CCR2,0.966
CCL27,ACKR2,0.998
CCL27,CCR10,0.999
CCL27,CCL5,0.999
CXCR5,CCL4L2,0.721
CCL11,XCR1,0.732
CXCL8,XCR1,0.857
CXCL11,CCR4,0.708
XCR1,CCL4L2,0.723
XCR1,CCL25,0.777
XCR1,XCL2,0.999
CCR8,XCL2,0.74
CCR8,CCL25,0.91
SIGLEC1,CCL8,0.752
CCR9,CCL4L2,0.74
XCL2,CCL8,0.995
NDUFS7,LONP1,0.785
NDUFS7,CLPP,0.801
NDUFS7,PMPCB,0.822
HSPE1,YME1L1,0.727
HSPE1,MRPL12,0.776
HSPE1,SPG7,0.801
HSPE1,LONP1,0.815
HSPE1,CLPX,0.826
HSPE1,TRAP1,0.828
HSPE1,CLPP,0.946
HSPE1,CLPB,0.967
HSPE1,HSPA9,0.97
HSPE1,GRPEL1,0.995
HSPE1,HSPD1,0.999
MRPS7,TFAM,0.716
MRPS7,RPS16,0.949
MRPS7,ERAL1,0.996
MRPS7,MRPL12,0.997
MRPS7,TUFM,0.999
CLPP,NDUFS3,0.7
CLPP,PNPT1,0.705
CLPP,NDUFV1,0.713
CLPP,PMPCA,0.714
CLPP,SPX,0.722
CLPP,TFAM,0.723
CLPP,TRAP1,0.725
CLPP,MRPL12,0.727
CLPP,HTRA1,0.742
CLPP,SPG7,0.742
CLPP,PMPCB,0.749
CLPP,DNAJA3,0.777
CLPP,SDHA,0.785
CLPP,TUFM,0.811
CLPP,NDUFS8,0.814
CLPP,AFG3L2,0.816
CLPP,HSPA9,0.829
CLPP,SDHB,0.837
CLPP,YME1L1,0.87
CLPP,RPS16,0.894
CLPP,HSPD1,0.921
CLPP,GRPEL1,0.924
CLPP,LONP1,0.933
CLPP,TBX22,0.994
CLPP,CLPB,0.999
CLPP,CLPX,0.999
TRAP1,LONP1,0.708
TRAP1,HSPD1,0.754
TRAP1,CLPB,0.767
TRAP1,SDHA,0.78
TRAP1,SDHB,0.953
PMPCB,AFG3L2,0.783
PMPCB,PNPT1,0.86
PMPCB,NDUFS3,0.925
PMPCB,NDUFV1,0.967
PMPCB,NDUFS8,0.973
ERAL1,TUFM,0.732
ERAL1,MRPS11,0.919
SPX,CLPX,0.774
DNAJA3,CLPB,0.715
DNAJA3,HSPD1,0.721
DNAJA3,LONP1,0.726
DNAJA3,GRPEL1,0.832
DNAJA3,HSPA9,0.994
NDUFS3,PMPCA,0.803
SDHA,AFG3L2,0.779
GRPEL1,LONP2,0.713
GRPEL1,MRPL12,0.721
GRPEL1,YME1L1,0.751
GRPEL1,LONP1,0.775
GRPEL1,CLPX,0.869
GRPEL1,CLPB,0.993
AFG3L2,PMPCA,0.796
AFG3L2,HSPD1,0.81
AFG3L2,MRPS11,0.826
AFG3L2,LONP1,0.85
AFG3L2,CLPX,0.873
AFG3L2,HSPA9,0.876
AFG3L2,SPG7,0.968
LONP2,HSPD1,0.762
LONP2,CLPX,0.827
LONP2,CLPB,0.843
PDF,RPS16,0.767
CLPB,YME1L1,0.826
CLPB,HSPA9,0.84
CLPB,TBX22,0.868
CLPB,LONP1,0.871
CLPB,HSPD1,0.931
CLPB,CLPX,0.971
HSPA9,TUFM,0.714
HSPA9,LONP1,0.868
CLPX,SPG7,0.84
CLPX,HSPD1,0.841
CLPX,LONP1,0.912
CLPX,TBX22,0.961
CLPX,YME1L1,0.963
NDUFS8,PMPCA,0.934
MRPS11,SPG7,0.84
MRPS11,MRPL12,0.995
MRPS11,TUFM,0.997
YME1L1,HSPD1,0.79
YME1L1,LONP1,0.827
TUFM,RPS16,0.977
MRPL12,RPS16,0.973
HSPD1,SPG7,0.774
HSPD1,LONP1,0.868
LONP1,TFAM,0.736
LONP1,SPG7,0.793
PMPCA,PNPT1,0.713
PMPCA,SPG7,0.73
PMPCA,NDUFV1,0.966
PNPT1,RPS15,0.731
PDZD11,ATOX1,0.758
PDZD11,ATP7A,0.983
ATP7B,COX17,0.773
ATP7B,SLC31A2,0.93
ATP7B,SLC31A1,0.943
ATP7B,COMMD1,0.978
ATP7B,CCS,0.992
SCO1,ATOX1,0.794
SCO1,COX11,0.961
SCO1,COX17,0.994
SLC31A2,CCS,0.714
SLC31A2,COX17,0.77
SLC31A2,ATOX1,0.815
SLC31A2,ATP7A,0.91
COX17,ATP7A,0.775
COX17,SOD1,0.781
COX17,SLC31A1,0.783
COX17,CCS,0.816
COX17,COX11,0.939
COX17,ATOX1,0.954
COX17,SCO2,0.98
SOD1,ATP7A,0.715
PRDX3,ATOX1,0.764
COX11,ATOX1,0.777
COX11,SCO2,0.923
COMMD1,ATP7A,0.735
COMMD1,ATOX1,0.86
MRPS11,ATOX1,0.831
MRPS11,UBA52,0.959
ATP7A,SOD3,0.87
ATP7A,SLC31A1,0.938
ATP7A,CCS,0.993
SLC31A1,CCS,0.801
SLC31A1,ATOX1,0.885
SOD3,ATOX1,0.913
SOD3,CCS,0.917
UBA52,ATOX1,0.706
UBA52,NDUFA5,0.857
NDUFA5,ATOX1,0.882
ATOX1,SCO2,0.846
AK7,ENPP1,0.902
AK7,ENPP3,0.903
DCK,PDE4C-2,0.903
DCK,PDE8A,0.913
PDE7B,ENPP3,0.909
PDE4C-2,ADSL,0.9
PDE4C-2,AK3,0.904
PDE4C-2,ENPP3,0.907
PDE4C-2,ENPP1,0.907
PDE4C-2,APRT,0.907
APRT,PDE8A,0.901
AK3,PDE8A,0.903
NT5M,AK2,0.875
NT5M,AK4,0.895
PDE8A,ADSL,0.9
PDE8A,ENPP3,0.905
PDE8A,ENPP1,0.91
PIP,APOD,0.73
PIP,AZGP1,0.999
AZGP1,B2M,0.709
CD4,CD46,0.739
CD4,SCD5,0.804
ICAM3,ERVW-1,0.756
ICAM3,ITIH4,0.805
ICAM3,CLEC4M,0.992
SLC10A1,ERVW-1,0.798
LTF,ERVW-1,0.719
C3,ITIH4,0.745
C3,CR2,0.999
GYPC,ERVW-1,0.741
GYPC,TNFRSF14,0.776
GYPC,TLR2,0.802
GYPC,CD44,0.851
CDH1,CD8A,0.713
CDH1,ALB,0.735
CDH1,ERVW-1,0.932
CDH1,NECTIN1,0.939
MYOM2,CD46,0.948
CD81,CD46,0.716
CD81,CD44,0.757
CD81,CD209,0.762
CD81,ERVW-1,0.863
NECTIN1,ERVW-1,0.825
NECTIN1,TNFRSF14,0.887
EGF,ERVW-1,0.739
EGF,CXCR4,0.825
ITIH4,CR2,0.834
ITIH4,CLEC4M,0.969
ITIH4,SCD5,0.997
CCR5,SCD5,0.727
CD46,ERVW-1,0.741
SCD5,ERVW-1,0.777
ATAD1,ERVW-1,0.738
TNFRSF14,ERVW-1,0.965
CR2,ERVW-1,0.709
CFH,ERVW-1,0.937
MFSD2A,ERVW-1,0.949
SNAI2,TWIST2,0.826
SNAI2,SNAI1,0.864
SNAI2,TWIST1,0.952
TWIST1,ZEB2,0.83
TWIST1,TCF4,0.892
TWIST1,TCF3,0.897
TWIST1,TCF12,0.9
TWIST1,SNAI1,0.901
TWIST1,ZEB1,0.932
TWIST1,TWIST2,0.939
TWIST1,RUNX2,0.972
SNAI1,CD44,0.721
SNAI1,TWIST2,0.853
TCF3,TCF12,0.764
TCF3,TWIST2,0.872
TCF3,TCF4,0.909
ZEB1,TWIST2,0.751
ZEB1,CD44,0.792
RUNX2,TWIST2,0.948
TCF4,TWIST2,0.734
TCF4,TCF12,0.992
TCF12,TWIST2,0.747
CD44,TWIST2,0.938
TWIST2,ZEB2,0.748
ABCD1,ABCD2,0.954
ACSBG1,ABCD4,0.829
ACSBG1,ABCD2,0.867
SLC27A2,ABCD4,0.751
SLC27A2,ABCD2,0.836
ABCD2,ABCD3,0.926
TGM1,GRHL3,0.792
ZNF750,GRHL3,0.737
GRHL3,IRF6,0.828
RPAP3,NOP58,0.705
RPAP3,TTI1,0.766
RPAP3,PIH1D2,0.902
RPAP3,URI1,0.977
RPAP3,PFDN2,0.986
RPAP3,POLR2E,0.988
RPAP3,PFDN6,0.996
RPAP3,RUVBL1,0.999
RPAP3,PIH1D1,0.999
RPAP3,RUVBL2,0.999
ACTR6,INO80B,0.704
ACTR6,ACTR8,0.743
ACTR6,ACTL6A,0.771
ACTR6,CFDP1,0.781
ACTR6,YEATS4,0.886
ACTR6,VPS72,0.888
ACTR6,EP400,0.93
ACTR6,H2AZ1,0.956
ACTR6,DMAP1,0.962
ACTR6,ZNHIT1,0.998
ACTR6,RUVBL2,0.998
ACTR6,SRCAP,0.999
ACTR6,RUVBL1,0.999
INO80B,DMAP1,0.746
INO80B,SRCAP,0.776
INO80B,H4C6,0.819
INO80B,ZNHIT1,0.845
INO80B,ACTB,0.896
INO80B,ING3,0.902
INO80B,BRD8,0.908
INO80B,TRRAP,0.911
INO80B,INO80C-2,0.915
INO80B,EP400,0.921
INO80B,KAT5,0.936
INO80B,MCRS1,0.962
INO80B,YY1,0.962
INO80B,ACTL6A,0.963
INO80B,TFPT,0.971
INO80B,NFRKB,0.979
INO80B,UCHL5,0.98
INO80B,ACTR8,0.986
INO80B,INO80E,0.995
INO80B,INO80C,0.997
INO80B,ACTR5,0.998
INO80B,RUVBL2,0.999
INO80B,INO80,0.999
INO80B,RUVBL1,0.999
ACTR5,SRCAP,0.788
ACTR5,ACTB,0.876
ACTR5,BRD8,0.901
ACTR5,ING3,0.904
ACTR5,KAT5,0.907
ACTR5,INO80C-2,0.91
ACTR5,TRRAP,0.913
ACTR5,EP400,0.943
ACTR5,H4C6,0.955
ACTR5,MCRS1,0.974
ACTR5,TFPT,0.981
ACTR5,YY1,0.984
ACTR5,ACTL6A,0.986
ACTR5,UCHL5,0.99
ACTR5,ACTR8,0.998
ACTR5,RUVBL1,0.999
ACTR5,INO80E,0.999
ACTR5,INO80C,0.999
ACTR5,NFRKB,0.999
ACTR5,INO80,0.999
ACTR5,RUVBL2,0.999
H4C6,SRCAP,0.716
H4C6,MBTD1,0.726
H4C6,BRD8,0.769
H4C6,EPC1,0.807
H4C6,YEATS4,0.819
H4C6,DMAP1,0.835
H4C6,ING3,0.842
H4C6,MEAF6,0.867
H4C6,TRRAP,0.924
H4C6,EP400,0.929
H4C6,INO80,0.938
H4C6,POLR2E,0.952
H4C6,RUVBL2,0.972
H4C6,RUVBL1,0.974
H4C6,KAT5,0.993
YEATS4,MCRS1,0.74
YEATS4,MYC,0.905
YEATS4,ACTB,0.942
YEATS4,ZNHIT1,0.951
YEATS4,CFDP1,0.96
YEATS4,H2AZ1,0.976
YEATS4,MBTD1,0.985
YEATS4,SRCAP,0.989
YEATS4,MORF4L2,0.992
YEATS4,EPC2,0.993
YEATS4,ACTL6A,0.994
YEATS4,TRRAP,0.997
YEATS4,VPS72,0.998
YEATS4,RUVBL2,0.998
YEATS4,EPC1,0.998
YEATS4,MRGBP,0.998
YEATS4,BRD8,0.998
YEATS4,ING3,0.998
YEATS4,KAT5,0.999
YEATS4,DMAP1,0.999
YEATS4,MORF4L1,0.999
YEATS4,RUVBL1,0.999
YEATS4,MEAF6,0.999
YEATS4,EP400,0.999
BRD8,SRCAP,0.826
BRD8,UCHL5,0.9
BRD8,INO80C,0.9
BRD8,INO80E,0.9
BRD8,H2AZ1,0.901
BRD8,ACTR8,0.905
BRD8,TFPT,0.905
BRD8,INO80,0.908
BRD8,YY1,0.909
BRD8,MCRS1,0.915
BRD8,NFRKB,0.917
BRD8,ACTB,0.927
BRD8,EPC1,0.957
BRD8,EPC2,0.983
BRD8,VPS72,0.987
BRD8,MBTD1,0.99
BRD8,MORF4L2,0.991
BRD8,ACTL6A,0.993
BRD8,MRGBP,0.994
BRD8,RUVBL1,0.995
BRD8,ING3,0.997
BRD8,RUVBL2,0.997
BRD8,MEAF6,0.998
BRD8,TRRAP,0.998
BRD8,KAT5,0.998
BRD8,MORF4L1,0.998
BRD8,EP400,0.999
BRD8,DMAP1,0.999
EPC2,MCRS1,0.72
EPC2,H2AZ1,0.722
EPC2,EPC1,0.809
EPC2,ACTB,0.831
EPC2,VPS72,0.926
EPC2,EP400,0.966
EPC2,MBTD1,0.968
EPC2,RUVBL2,0.968
EPC2,RUVBL1,0.969
EPC2,MORF4L2,0.978
EPC2,ACTL6A,0.983
EPC2,KAT5,0.987
EPC2,MORF4L1,0.991
EPC2,MRGBP,0.991
EPC2,ING3,0.993
EPC2,TRRAP,0.997
EPC2,DMAP1,0.997
EPC2,MEAF6,0.998
YY1,ZNHIT1,0.727
YY1,ING3,0.913
YY1,ACTB,0.916
YY1,EP400,0.925
YY1,TRRAP,0.932
YY1,KAT5,0.938
YY1,MCRS1,0.966
YY1,TFPT,0.972
YY1,MBTD1,0.973
YY1,ACTL6A,0.977
YY1,NFRKB,0.982
YY1,INO80E,0.984
YY1,ACTR8,0.986
YY1,INO80C,0.987
YY1,RUVBL2,0.988
YY1,UCHL5,0.99
YY1,RUVBL1,0.99
YY1,INO80,0.992
PIH1D1,PIH1D2,0.779
PIH1D1,TTI1,0.88
PIH1D1,PFDN2,0.958
PIH1D1,PFDN6,0.961
PIH1D1,URI1,0.968
PIH1D1,HSP90AB1,0.972
PIH1D1,POLR2E,0.977
PIH1D1,NOP58,0.994
PIH1D1,RUVBL2,0.999
PIH1D1,RUVBL1,0.999
SRCAP,MRGBP,0.707
SRCAP,INO80,0.716
SRCAP,ING3,0.767
SRCAP,INO80C,0.795
SRCAP,ACTR8,0.801
SRCAP,EP400,0.903
SRCAP,TRRAP,0.93
SRCAP,ACTL6A,0.959
SRCAP,CFDP1,0.97
SRCAP,KAT5,0.984
SRCAP,DMAP1,0.992
SRCAP,ZNHIT1,0.995
SRCAP,VPS72,0.997
SRCAP,H2AZ1,0.998
SRCAP,RUVBL2,0.999
SRCAP,RUVBL1,0.999
EPC1,MCRS1,0.72
EPC1,H2AZ1,0.872
EPC1,MBTD1,0.938
EPC1,VPS72,0.944
EPC1,ACTB,0.947
EPC1,EP400,0.976
EPC1,RUVBL2,0.985
EPC1,MORF4L2,0.985
EPC1,RUVBL1,0.986
EPC1,ACTL6A,0.99
EPC1,MRGBP,0.995
EPC1,ING3,0.996
EPC1,KAT5,0.997
EPC1,MORF4L1,0.997
EPC1,TRRAP,0.998
EPC1,DMAP1,0.999
EPC1,MEAF6,0.999
NOP58,POLR2E,0.713
NOP58,RUVBL1,0.979
NOP58,RUVBL2,0.988
NOP58,DKC1,0.999
PIH1D2,HSP90AB1,0.812
PIH1D2,RUVBL2,0.956
PIH1D2,RUVBL1,0.972
CFDP1,INO80C,0.713
CFDP1,ACTL6A,0.742
CFDP1,ZNHIT1,0.871
CFDP1,EP400,0.897
CFDP1,H2AZ1,0.923
CFDP1,RUVBL2,0.969
CFDP1,VPS72,0.98
CFDP1,RUVBL1,0.98
CFDP1,DMAP1,0.989
H2AZ1,INO80C,0.728
H2AZ1,MBTD1,0.753
H2AZ1,MEAF6,0.779
H2AZ1,MORF4L2,0.825
H2AZ1,ING3,0.906
H2AZ1,POLR2E,0.908
H2AZ1,MRGBP,0.913
H2AZ1,ACTL6A,0.938
H2AZ1,TRRAP,0.941
H2AZ1,RUVBL2,0.956
H2AZ1,DMAP1,0.959
H2AZ1,ZNHIT1,0.976
H2AZ1,RUVBL1,0.984
H2AZ1,EP400,0.991
H2AZ1,VPS72,0.998
ZNHIT1,MRGBP,0.764
ZNHIT1,DMAP1,0.95
ZNHIT1,EP400,0.959
ZNHIT1,ACTL6A,0.973
ZNHIT1,VPS72,0.993
ZNHIT1,RUVBL2,0.997
ZNHIT1,RUVBL1,0.998
RUVBL1,MORF4L2,0.966
RUVBL1,TFPT,0.969
RUVBL1,MCRS1,0.973
RUVBL1,POLR2E,0.975
RUVBL1,MBTD1,0.976
RUVBL1,PFDN2,0.977
RUVBL1,MEAF6,0.982
RUVBL1,PFDN6,0.983
RUVBL1,INO80E,0.986
RUVBL1,UCHL5,0.986
RUVBL1,TTI1,0.986
RUVBL1,URI1,0.986
RUVBL1,MRGBP,0.99
RUVBL1,NFRKB,0.991
RUVBL1,MORF4L1,0.993
RUVBL1,ACTB,0.993
RUVBL1,INO80C-2,0.994
RUVBL1,ING3,0.995
RUVBL1,ACTR8,0.998
RUVBL1,ACTL6A,0.999
RUVBL1,INO80,0.999
RUVBL1,INO80C,0.999
RUVBL1,TRRAP,0.999
RUVBL1,VPS72,0.999
RUVBL1,KAT5,0.999
RUVBL1,DMAP1,0.999
RUVBL1,EP400,0.999
ING3,MCRS1,0.9
ING3,INO80C,0.9
ING3,NFRKB,0.9
ING3,UCHL5,0.902
ING3,INO80E,0.903
ING3,TFPT,0.904
ING3,ACTR8,0.914
ING3,INO80,0.916
ING3,ACTB,0.93
ING3,VPS72,0.964
ING3,MBTD1,0.964
ING3,MORF4L2,0.983
ING3,EP400,0.989
ING3,MRGBP,0.993
ING3,ACTL6A,0.993
ING3,RUVBL2,0.995
ING3,MEAF6,0.998
ING3,DMAP1,0.998
ING3,TRRAP,0.998
ING3,KAT5,0.999
ING3,MORF4L1,0.999
MORF4L1,MCRS1,0.743
MORF4L1,ACTB,0.942
MORF4L1,MORF4L2,0.987
MORF4L1,VPS72,0.991
MORF4L1,MBTD1,0.992
MORF4L1,ACTL6A,0.995
MORF4L1,RUVBL2,0.996
MORF4L1,EP400,0.997
MORF4L1,DMAP1,0.998
MORF4L1,TRRAP,0.998
MORF4L1,MEAF6,0.999
MORF4L1,KAT5,0.999
MORF4L1,MRGBP,0.999
ACTR8,DMAP1,0.766
ACTR8,INO80C-2,0.858
ACTR8,ACTB,0.902
ACTR8,TRRAP,0.924
ACTR8,KAT5,0.926
ACTR8,EP400,0.95
ACTR8,MCRS1,0.975
ACTR8,TFPT,0.985
ACTR8,UCHL5,0.988
ACTR8,INO80E,0.99
ACTR8,NFRKB,0.991
ACTR8,INO80,0.992
ACTR8,ACTL6A,0.995
ACTR8,RUVBL2,0.997
ACTR8,INO80C,0.997
KAT5,CTNNB1,0.872
KAT5,TFPT,0.904
KAT5,UCHL5,0.906
KAT5,INO80E,0.91
KAT5,NFRKB,0.934
KAT5,MCRS1,0.942
KAT5,INO80C,0.946
KAT5,INO80,0.948
KAT5,MYC,0.974
KAT5,ACTB,0.979
KAT5,MBTD1,0.994
KAT5,VPS72,0.996
KAT5,MRGBP,0.997
KAT5,ACTL6A,0.997
KAT5,MORF4L2,0.997
KAT5,EP400,0.999
KAT5,MEAF6,0.999
KAT5,DMAP1,0.999
KAT5,RUVBL2,0.999
KAT5,TRRAP,0.999
VPS72,MCRS1,0.767
VPS72,MBTD1,0.827
VPS72,ACTB,0.901
VPS72,ACTL6A,0.975
VPS72,MORF4L2,0.978
VPS72,MEAF6,0.981
VPS72,EP400,0.988
VPS72,MRGBP,0.991
VPS72,TRRAP,0.996
VPS72,RUVBL2,0.998
VPS72,DMAP1,0.999
MCRS1,MBTD1,0.72
MCRS1,MRGBP,0.725
MCRS1,MEAF6,0.725
MCRS1,MORF4L2,0.734
MCRS1,ACTB,0.814
MCRS1,DMAP1,0.883
MCRS1,EP400,0.902
MCRS1,TRRAP,0.908
MCRS1,ACTL6A,0.956
MCRS1,TFPT,0.974
MCRS1,RUVBL2,0.977
MCRS1,NFRKB,0.979
MCRS1,UCHL5,0.979
MCRS1,INO80C,0.984
MCRS1,INO80E,0.986
MCRS1,INO80,0.989
TRRAP,TTI1,0.865
TRRAP,UCHL5,0.9
TRRAP,INO80E,0.901
TRRAP,TFPT,0.903
TRRAP,INO80C,0.906
TRRAP,NFRKB,0.909
TRRAP,MBTD1,0.959
TRRAP,ACTB,0.96
TRRAP,INO80,0.961
TRRAP,CTNNB1,0.964
TRRAP,MORF4L2,0.997
TRRAP,RUVBL2,0.999
TRRAP,DMAP1,0.999
TRRAP,ACTL6A,0.999
TRRAP,MRGBP,0.999
TRRAP,MYC,0.999
TRRAP,MEAF6,0.999
TRRAP,EP400,0.999
UCHL5,ACTB,0.704
UCHL5,EP400,0.902
UCHL5,ACTL6A,0.952
UCHL5,INO80C,0.98
UCHL5,RUVBL2,0.984
UCHL5,INO80E,0.986
UCHL5,TFPT,0.986
UCHL5,INO80,0.99
UCHL5,NFRKB,0.998
PFDN2,HSP90AB1,0.766
PFDN2,RUVBL2,0.978
PFDN2,URI1,0.997
PFDN2,POLR2E,0.998
PFDN2,PFDN6,0.999
DKC1,POLR2E,0.714
MRGBP,ACTB,0.876
MRGBP,MBTD1,0.972
MRGBP,ACTL6A,0.985
MRGBP,EP400,0.988
MRGBP,RUVBL2,0.989
MRGBP,MEAF6,0.997
MRGBP,MORF4L2,0.999
MRGBP,DMAP1,0.999
HSP90AB1,PFDN6,0.751
HSP90AB1,URI1,0.768
DMAP1,INO80C,0.718
DMAP1,NFRKB,0.722
DMAP1,INO80,0.828
DMAP1,ACTB,0.968
DMAP1,MBTD1,0.979
DMAP1,MORF4L2,0.986
DMAP1,RUVBL2,0.999
DMAP1,ACTL6A,0.999
DMAP1,MEAF6,0.999
DMAP1,EP400,0.999
MEAF6,ACTB,0.931
MEAF6,RUVBL2,0.982
MEAF6,MORF4L2,0.986
MEAF6,EP400,0.994
MEAF6,MBTD1,0.995
MEAF6,ACTL6A,0.995
TTI1,RUVBL2,0.986
EP400,TFPT,0.912
EP400,INO80E,0.914
EP400,NFRKB,0.929
EP400,INO80,0.934
EP400,INO80C,0.95
EP400,MYC,0.954
EP400,ACTB,0.965
EP400,MBTD1,0.967
EP400,MORF4L2,0.978
EP400,ACTL6A,0.999
EP400,RUVBL2,0.999
TFPT,ACTB,0.823
TFPT,ACTL6A,0.958
TFPT,INO80C,0.976
TFPT,RUVBL2,0.977
TFPT,INO80,0.979
TFPT,NFRKB,0.984
TFPT,INO80E,0.996
URI1,RUVBL2,0.978
URI1,PFDN6,0.982
URI1,POLR2E,0.999
PFDN6,RUVBL2,0.977
PFDN6,POLR2E,0.988
INO80C,ACTB,0.901
INO80C,NFRKB,0.976
INO80C,ACTL6A,0.984
INO80C,INO80E,0.991
INO80C,INO80,0.993
INO80C,RUVBL2,0.999
MORF4L2,ACTB,0.877
MORF4L2,RUVBL2,0.962
MORF4L2,MBTD1,0.969
MORF4L2,ACTL6A,0.976
ACTL6A,INO80C-2,0.714
ACTL6A,MYC,0.891
ACTL6A,MBTD1,0.935
ACTL6A,NFRKB,0.952
ACTL6A,INO80E,0.975
ACTL6A,INO80,0.986
ACTL6A,RUVBL2,0.999
NFRKB,ACTB,0.886
NFRKB,RUVBL2,0.979
NFRKB,INO80,0.996
NFRKB,INO80E,0.999
INO80E,ACTB,0.812
INO80E,RUVBL2,0.986
INO80E,INO80,0.999
INO80C-2,RUVBL2,0.993
MBTD1,ACTB,0.926
MBTD1,RUVBL2,0.982
RUVBL2,POLR2E,0.979
RUVBL2,ACTB,0.995
RUVBL2,INO80,0.999
ACTB,INO80,0.898
MYL2,TMOD4,0.752
MYL2,ACTN3,0.774
MYL2,MYH3,0.826
MYL2,MYBPC1,0.868
MYL2,MYBPC2,0.902
MYL2,ACTN2,0.924
MYL2,TTN,0.944
MYL2,TCAP,0.945
MYL2,MYBPC3,0.952
MYL2,MYL4,0.973
TMOD1,ANK3,0.702
TMOD1,ANK2,0.717
TMOD1,MYPN,0.803
TMOD1,ANK1,0.804
TMOD1,TTN,0.805
TMOD1,NEB,0.97
MYOM2,ACTN2,0.744
MYOM2,TTN,0.913
ANK1,TCAP,0.716
ANK1,TMOD4,0.723
ANK1,TTN,0.984
